season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
3,1,9,17,0,2,1,1,0.7,0.28,0.0,970
3,0,9,13,0,1,1,1,0.72,0.54,0.1045,163
1,0,2,11,0,0,0,1,0.32,0.39,0.4478,112
2,0,5,22,0,2,1,1,0.74,0.7,0.1642,159
1,0,1,1,0,2,1,2,0.16,0.69,0.1642,5
4,0,11,6,0,5,1,2,0.38,0.87,0.0896,66
1,1,2,22,0,2,1,2,0.36,0.5,0.1045,77
4,1,11,19,0,4,1,2,0.34,0.61,0.1343,386
4,1,12,2,0,6,0,2,0.36,0.93,0.1343,70
3,1,6,8,0,6,0,1,0.64,0.89,0.1642,194
1,0,3,16,0,5,1,1,0.36,0.46,0.194,118
2,0,5,0,0,5,1,1,0.44,0.44,0.1642,56
2,0,5,5,0,1,1,2,0.54,0.94,0.0,11
3,1,7,21,0,4,1,3,0.66,0.89,0.2537,332
1,1,1,4,0,5,1,1,0.22,0.69,0.1343,3
4,0,12,16,0,3,1,3,0.42,0.94,0.194,31
4,0,10,6,0,4,1,1,0.44,0.82,0.4179,92
1,1,2,19,0,6,0,2,0.2,0.4,0.5522,87
4,0,11,10,0,2,1,1,0.44,0.62,0.1343,135
1,0,2,7,0,1,1,2,0.36,0.93,0.1045,92
3,0,7,3,0,3,1,1,0.74,0.58,0.194,4
4,1,10,14,0,2,1,3,0.6,0.88,0.1343,163
2,0,3,14,0,3,1,2,0.36,0.87,0.1045,84
3,0,7,17,0,3,1,1,0.84,0.59,0.194,455
3,0,7,1,0,6,0,2,0.64,0.89,0.1045,53
1,0,12,7,0,2,1,2,0.3,0.65,0.2836,80
3,1,8,0,0,5,1,1,0.68,0.57,0.1642,88
3,0,9,14,0,1,1,2,0.6,0.6,0.194,188
3,1,7,14,0,2,1,1,0.9,0.25,0.194,310
2,0,4,10,0,1,1,2,0.52,0.55,0.1045,109
3,0,7,13,0,4,1,1,0.88,0.56,0.2985,102
2,0,3,18,0,3,1,3,0.38,0.82,0.2537,238
2,1,3,14,0,3,1,1,0.62,0.38,0.3582,221
4,1,10,18,0,5,1,1,0.56,0.83,0.1045,233
1,0,12,16,0,0,0,1,0.36,0.57,0.1045,86
3,1,7,19,0,1,1,1,0.74,0.55,0.1642,631
1,1,12,12,0,0,0,1,0.3,0.42,0.194,196
4,0,12,3,0,5,1,1,0.22,0.8,0.0,6
3,1,6,8,0,5,1,2,0.74,0.55,0.1045,624
3,0,9,19,0,1,1,2,0.56,0.68,0.1045,374
4,0,9,10,0,4,1,1,0.64,0.65,0.194,127
4,0,10,6,0,4,1,3,0.5,0.82,0.0,46
3,0,7,22,0,1,1,1,0.76,0.66,0.2239,140
3,1,8,1,0,5,1,2,0.64,0.73,0.0,42
2,1,4,13,0,4,1,2,0.5,0.82,0.1642,197
4,1,10,23,0,0,0,2,0.56,0.68,0.2836,105
2,0,5,19,0,3,1,1,0.56,0.52,0.1343,401
3,0,7,22,0,3,1,1,0.7,0.79,0.194,186
4,0,11,1,0,5,1,1,0.26,0.44,0.3284,10
1,0,12,18,0,3,1,1,0.26,0.38,0.3284,169
2,1,4,1,0,3,1,1,0.34,0.39,0.2836,12
1,0,1,10,0,2,1,2,0.2,0.51,0.1642,54
4,1,12,7,0,5,1,3,0.28,0.81,0.1642,215
3,0,9,19,0,6,0,1,0.7,0.58,0.1343,315
1,0,3,23,0,0,0,2,0.22,1.0,0.4179,9
4,1,12,21,0,5,1,2,0.36,0.93,0.1045,171
4,1,10,7,0,6,0,1,0.54,0.83,0.2985,84
2,1,6,5,0,0,0,1,0.54,0.68,0.1343,17
1,0,2,5,0,6,0,3,0.2,1.0,0.0896,9
1,1,2,20,0,5,1,1,0.4,0.35,0.194,171
4,0,12,2,0,2,1,2,0.34,0.61,0.0,11
4,0,10,22,0,6,0,1,0.5,0.77,0.0,149
2,0,5,0,0,6,0,1,0.52,0.77,0.1045,98
1,0,1,13,0,1,1,2,0.16,0.59,0.0,54
1,0,2,20,0,3,1,3,0.14,0.86,0.1642,84
1,1,1,5,0,0,0,1,0.2,0.51,0.1343,7
4,1,12,19,0,2,1,1,0.38,0.46,0.3881,353
2,1,4,3,0,6,0,1,0.36,0.32,0.2537,28
1,0,3,15,0,3,1,1,0.54,0.19,0.4179,110
3,1,7,23,0,3,1,1,0.76,0.58,0.0896,131
4,1,9,19,0,0,0,3,0.5,0.72,0.1343,257
2,1,6,11,0,6,0,1,0.58,0.46,0.2836,536
3,0,9,20,0,2,1,1,0.66,0.74,0.194,272
3,0,7,11,0,4,1,1,0.72,0.37,0.2239,148
1,0,3,21,0,6,0,1,0.38,0.62,0.0,82
2,1,6,6,0,5,1,1,0.54,0.83,0.1343,151
2,0,3,18,0,4,1,2,0.3,0.61,0.2985,214
2,1,6,13,0,4,1,1,0.68,0.57,0.1642,284
2,0,4,14,0,0,0,1,0.46,0.31,0.1343,349
1,1,12,1,0,6,0,2,0.24,0.75,0.0896,37
2,0,5,6,0,0,0,2,0.4,0.82,0.0896,13
1,1,1,15,0,0,0,1,0.4,0.37,0.2836,330
3,0,7,10,0,3,1,1,0.76,0.7,0.0,110
3,1,9,12,0,2,1,3,0.68,0.83,0.4478,88
3,1,8,10,0,6,0,1,0.72,0.62,0.0896,407
3,0,9,5,0,5,1,2,0.6,0.83,0.1343,20
3,0,9,20,0,2,1,1,0.56,0.94,0.0,253
3,1,7,16,0,1,1,3,0.76,0.66,0.5821,386
4,1,11,19,0,5,1,1,0.36,0.46,0.2239,332
4,1,10,17,0,1,1,1,0.62,0.33,0.1045,922
1,0,1,3,0,6,0,1,0.2,0.64,0.1343,8
2,1,5,22,0,1,1,2,0.58,0.78,0.0896,129
3,0,7,19,0,5,1,2,0.86,0.41,0.1045,250
1,0,1,6,0,1,1,1,0.16,0.69,0.3284,37
4,0,12,21,0,4,1,1,0.28,0.61,0.0896,139
2,1,5,7,0,0,0,1,0.62,0.88,0.1642,52
4,0,11,21,0,3,1,1,0.38,0.71,0.1343,168
4,1,11,18,0,0,0,1,0.52,0.45,0.1343,405
4,0,9,9,0,3,1,3,0.62,0.94,0.2239,155
2,0,5,20,0,3,1,3,0.56,0.88,0.1343,213
2,1,4,22,0,6,0,1,0.48,0.2,0.194,182
1,0,1,17,0,1,1,2,0.16,0.59,0.194,161
1,1,3,19,0,0,0,1,0.56,0.64,0.1642,352
3,0,6,21,0,2,1,1,0.72,0.74,0.194,229
4,1,11,11,0,4,1,1,0.36,0.37,0.2239,163
3,0,7,9,0,5,1,1,0.74,0.35,0.1642,260
4,1,12,13,0,3,1,1,0.42,0.5,0.194,213
1,1,2,14,0,0,0,2,0.32,0.45,0.194,237
2,1,5,20,0,4,1,1,0.64,0.73,0.194,420
3,1,8,5,0,1,1,2,0.6,0.83,0.0,37
3,0,9,12,0,3,1,1,0.74,0.58,0.2239,212
2,1,5,21,0,0,0,3,0.66,0.69,0.4179,143
4,1,12,2,0,0,0,2,0.4,0.87,0.1045,78
1,0,3,2,0,1,1,1,0.26,0.65,0.0896,1
4,1,11,8,0,4,1,2,0.3,0.61,0.2239,646
3,0,7,5,0,1,1,1,0.72,0.84,0.0896,24
3,0,7,22,0,6,0,1,0.7,0.65,0.2836,201
3,1,9,1,0,5,1,1,0.52,0.72,0.0,49
2,1,4,21,0,5,1,1,0.44,0.26,0.1343,190
1,0,3,13,0,5,1,1,0.36,0.53,0.2537,107
4,1,12,7,0,0,0,2,0.34,0.87,0.0896,27
4,1,11,13,0,4,1,1,0.38,0.32,0.1343,224
4,0,12,12,0,4,1,1,0.28,0.52,0.3284,156
1,0,3,12,0,2,1,1,0.3,0.39,0.1343,86
4,0,11,12,0,3,1,1,0.46,0.55,0.1642,189
1,0,2,13,0,2,1,2,0.24,0.32,0.4478,50
4,1,12,22,0,6,0,2,0.3,0.87,0.0,147
2,0,5,13,0,0,0,2,0.5,0.63,0.1642,332
1,0,1,15,0,5,1,2,0.2,0.86,0.0,41
4,1,12,1,0,5,1,1,0.22,0.69,0.0896,26
2,1,3,4,0,5,1,2,0.5,0.94,0.1045,3
1,0,2,16,0,4,1,1,0.2,0.27,0.2985,80
1,0,3,8,0,6,0,1,0.42,0.47,0.4925,48
3,0,7,20,0,6,0,1,0.76,0.45,0.2836,284
4,0,10,23,0,3,1,1,0.5,0.77,0.1045,73
3,0,6,23,0,3,1,1,0.68,0.47,0.194,129
3,0,8,2,0,3,1,1,0.56,0.73,0.0,6
3,0,9,13,0,2,1,2,0.56,0.94,0.1343,103
1,0,1,14,0,6,0,2,0.46,0.72,0.2836,106
4,0,12,1,0,5,1,1,0.5,0.72,0.2239,31
4,0,12,23,0,6,0,1,0.3,0.7,0.1343,85
4,0,11,11,0,5,1,1,0.4,0.66,0.1045,226
4,0,10,3,0,2,1,1,0.4,0.82,0.1045,6
4,0,11,9,0,4,1,2,0.42,0.94,0.1045,211
3,0,9,1,0,4,1,3,0.62,0.94,0.1045,4
4,1,9,7,0,3,1,1,0.54,0.77,0.1343,532
2,1,5,8,0,6,0,1,0.52,0.52,0.1642,195
4,0,11,21,0,2,1,1,0.36,0.81,0.0,127
4,1,10,22,0,4,1,2,0.54,0.83,0.0896,207
4,0,11,4,0,2,1,3,0.38,0.94,0.1642,7
3,0,8,8,0,5,1,1,0.66,0.83,0.1045,404
2,1,3,0,0,4,1,1,0.54,0.68,0.194,48
1,0,2,6,0,1,1,1,0.18,0.93,0.0,30
4,1,11,1,0,4,1,1,0.22,0.64,0.0896,16
1,0,3,9,0,5,1,1,0.46,0.63,0.2239,210
3,0,7,13,0,5,1,1,0.8,0.24,0.0,292
1,1,1,23,0,2,1,1,0.44,0.38,0.2537,63
2,1,4,22,0,5,1,1,0.44,0.62,0.1045,215
2,1,4,1,0,2,1,2,0.32,0.81,0.1343,7
1,1,2,2,0,4,1,2,0.42,0.67,0.1343,9
2,1,5,22,0,4,1,1,0.56,0.43,0.0896,251
4,1,10,18,0,0,0,1,0.58,0.6,0.2537,453
1,0,2,19,0,2,1,1,0.2,0.47,0.2836,118
2,1,3,22,0,6,0,2,0.38,0.71,0.2537,156
3,1,9,20,0,4,1,1,0.66,0.78,0.2239,406
2,1,5,0,0,6,0,1,0.64,0.83,0.1642,116
2,1,6,11,0,1,1,1,0.64,0.38,0.4925,239
1,0,3,10,0,3,1,2,0.36,0.81,0.1642,68
4,1,11,9,0,5,1,1,0.34,0.53,0.1045,382
2,0,4,2,0,1,1,1,0.42,0.67,0.1045,16
3,1,9,3,0,4,1,1,0.44,0.77,0.0,6
4,0,12,8,0,6,0,1,0.26,0.65,0.1343,73
4,1,11,22,0,2,1,1,0.26,0.56,0.3284,135
4,0,10,1,0,2,1,2,0.46,0.88,0.0,11
4,0,9,12,0,6,0,2,0.62,0.83,0.0896,407
3,0,7,0,0,0,0,1,0.7,0.61,0.1642,154
1,1,1,9,1,1,0,1,0.24,0.35,0.0,68
4,0,12,11,0,0,0,2,0.24,0.6,0.2239,188
4,0,11,1,0,4,1,2,0.42,0.82,0.1642,5
2,1,4,7,0,1,1,1,0.4,0.5,0.194,349
3,0,7,6,0,6,0,1,0.6,0.78,0.1642,37
3,1,6,0,0,1,1,1,0.72,0.62,0.2537,68
2,1,4,18,0,0,0,1,0.52,0.52,0.2985,432
2,0,4,4,0,0,0,1,0.36,0.76,0.1045,7
2,0,4,22,0,6,0,2,0.36,0.93,0.1343,87
2,0,3,18,0,6,0,2,0.32,0.21,0.1642,153
2,0,5,6,0,1,1,1,0.44,0.88,0.1045,62
2,1,5,3,0,6,0,1,0.5,0.48,0.1045,33
1,0,2,2,0,6,0,1,0.14,0.8,0.0,15
4,0,11,6,0,3,1,1,0.3,0.81,0.0,92
4,0,10,4,0,6,0,1,0.38,0.66,0.0896,8
4,1,11,15,0,5,1,1,0.46,0.36,0.2239,356
3,0,9,21,0,4,1,1,0.46,0.63,0.3284,145
1,0,3,10,0,1,1,1,0.24,0.6,0.2985,58
1,1,2,21,0,2,1,1,0.34,0.46,0.1045,188
3,1,9,7,0,4,1,1,0.46,0.82,0.1045,534
1,0,2,10,0,5,1,2,0.44,0.72,0.2239,95
1,1,3,22,0,6,0,1,0.26,0.44,0.1642,100
4,1,10,7,0,0,0,3,0.42,0.58,0.1642,35
2,1,4,2,0,1,1,3,0.44,0.94,0.1343,5
2,1,4,7,0,2,1,1,0.32,0.66,0.0896,341
3,1,9,1,0,2,1,3,0.6,0.94,0.194,5
4,1,11,17,0,6,0,1,0.5,0.45,0.194,501
2,0,5,14,0,1,1,1,0.64,0.69,0.2239,181
1,1,1,10,0,2,1,1,0.16,0.47,0.4627,60
2,1,5,16,0,2,1,1,0.82,0.49,0.4925,393
1,1,2,22,0,2,1,1,0.34,0.46,0.1045,101
1,0,12,17,0,6,0,1,0.42,0.54,0.194,129
1,0,3,22,0,2,1,1,0.24,0.62,0.1045,47
3,0,8,17,0,2,1,1,0.8,0.55,0.1642,532
1,1,1,9,0,3,1,1,0.04,0.45,0.1343,180
4,1,10,13,0,2,1,2,0.5,0.67,0.1343,238
2,0,5,10,0,5,1,1,0.56,0.64,0.194,148
2,1,5,12,0,3,1,1,0.7,0.54,0.194,330
4,0,9,0,0,0,0,2,0.6,0.88,0.0,173
4,0,9,14,0,5,1,3,0.6,1.0,0.0896,24
2,0,4,2,0,2,1,1,0.56,0.83,0.3284,26
1,1,12,11,1,2,0,1,0.3,0.75,0.0896,86
4,1,12,19,0,3,1,1,0.38,0.5,0.3881,336
2,1,4,14,0,0,0,1,0.54,0.34,0.0,653
4,0,9,19,0,0,0,1,0.64,0.83,0.1343,329
4,1,11,5,0,1,1,1,0.22,0.69,0.1642,41
4,0,11,0,0,0,0,1,0.36,0.81,0.0,46
4,1,11,7,0,3,1,2,0.26,0.56,0.194,409
1,1,1,21,0,2,1,1,0.46,0.33,0.2985,165
2,1,4,7,0,4,1,1,0.34,0.49,0.194,354
3,0,7,4,0,3,1,1,0.68,0.83,0.0,4
2,0,6,13,0,2,1,1,0.64,0.44,0.2239,209
1,1,2,11,0,4,1,1,0.48,0.48,0.2836,182
2,0,6,0,0,6,0,1,0.56,0.52,0.0,93
3,0,8,13,0,2,1,1,0.72,0.3,0.1045,234
3,0,8,8,0,5,1,1,0.7,0.65,0.2239,454
3,1,8,13,0,3,1,1,0.8,0.52,0.1642,280
1,0,12,17,0,5,1,1,0.36,0.53,0.2239,140
4,1,12,16,0,0,0,2,0.38,0.82,0.1045,400
1,1,2,3,0,0,0,2,0.1,0.46,0.6866,14
3,1,7,0,0,0,0,1,0.82,0.56,0.1343,147
4,1,12,8,0,3,1,1,0.24,0.87,0.1045,678
4,1,11,10,0,1,1,1,0.32,0.49,0.2836,142
4,0,12,11,0,6,0,1,0.32,0.53,0.4179,236
2,1,5,19,0,4,1,1,0.7,0.61,0.2985,492
1,0,3,23,0,2,1,2,0.32,0.87,0.1642,18
3,1,7,8,0,5,1,1,0.76,0.66,0.0896,676
3,0,7,22,0,5,1,2,0.84,0.49,0.0896,149
3,1,8,9,0,6,0,1,0.68,0.79,0.194,271
4,1,11,13,0,0,0,1,0.54,0.45,0.1045,686
1,0,1,23,0,5,1,2,0.18,0.51,0.1642,15
2,1,5,17,0,5,1,1,0.76,0.62,0.2836,653
3,1,6,3,0,5,1,1,0.72,0.58,0.194,8
3,1,7,23,0,1,1,1,0.72,0.66,0.1642,114
2,1,6,22,0,5,1,1,0.64,0.53,0.1343,321
4,1,11,12,0,2,1,1,0.32,0.45,0.1343,248
4,0,12,16,0,1,1,1,0.5,0.63,0.0896,248
2,0,4,13,0,2,1,1,0.74,0.51,0.4478,176
1,0,3,0,0,4,1,3,0.34,0.0,0.2537,3
4,0,9,3,0,5,1,1,0.52,0.83,0.1045,3
4,1,12,17,0,3,1,2,0.32,0.53,0.2239,561
3,1,7,19,1,3,0,1,0.86,0.47,0.2239,432
4,1,11,13,0,4,1,1,0.44,0.18,0.4179,228
3,1,8,13,0,6,0,1,0.8,0.49,0.3582,569
3,0,9,19,0,6,0,1,0.52,0.68,0.1343,256
3,1,7,10,0,6,0,3,0.58,0.88,0.2537,268
4,0,12,16,0,5,1,1,0.36,0.62,0.1343,250
3,1,7,2,0,6,0,1,0.72,0.7,0.0,90
2,1,4,14,0,5,1,1,0.64,0.44,0.2239,394
2,0,4,14,0,4,1,1,0.56,0.43,0.0896,157
2,0,4,14,0,1,1,2,0.74,0.27,0.4925,123
3,1,9,1,0,5,1,1,0.56,0.73,0.0896,41
3,0,7,17,0,6,0,1,0.84,0.32,0.0,401
2,1,3,20,0,5,1,1,0.4,0.62,0.1642,209
1,1,3,3,0,5,1,1,0.46,0.77,0.5224,7
4,0,11,4,0,6,0,1,0.2,0.8,0.1343,7
4,0,10,13,0,6,0,2,0.4,0.82,0.3284,125
4,0,9,11,0,5,1,1,0.64,0.57,0.0896,217
2,1,6,23,0,2,1,1,0.54,0.56,0.0896,113
1,0,1,20,0,5,1,2,0.24,0.7,0.194,62
3,1,8,13,0,1,1,1,0.78,0.4,0.1642,254
3,0,6,9,0,2,1,1,0.74,0.7,0.0,246
3,0,9,15,0,4,1,1,0.72,0.51,0.1343,174
2,0,6,19,0,1,1,1,0.66,0.39,0.2836,423
2,1,6,12,0,6,0,1,0.62,0.43,0.3582,668
4,1,12,21,0,2,1,2,0.5,0.63,0.2537,280
2,0,6,8,0,0,0,3,0.68,0.74,0.1045,84
3,0,9,2,0,4,1,1,0.62,0.73,0.1045,5
3,1,7,9,0,5,1,2,0.7,0.79,0.1343,373
1,1,3,14,0,2,1,1,0.64,0.53,0.3284,212
1,1,3,19,0,1,1,1,0.26,0.53,0.2239,226
2,1,3,20,0,3,1,1,0.6,0.56,0.2985,362
4,1,11,18,0,5,1,1,0.34,0.53,0.1642,505
4,0,10,21,0,3,1,2,0.52,0.77,0.0,157
3,0,7,8,0,2,1,2,0.76,0.7,0.1642,412
1,1,2,13,1,1,0,1,0.3,0.42,0.2836,312
4,0,10,7,0,1,1,2,0.36,0.71,0.1343,249
1,1,12,0,0,5,1,2,0.24,0.6,0.1642,25
4,0,12,22,0,0,0,1,0.22,0.75,0.194,49
2,1,6,18,0,3,1,1,0.9,0.37,0.0,672
4,0,12,15,0,6,0,1,0.34,0.34,0.3582,299
1,0,1,5,0,3,1,1,0.14,0.86,0.1642,5
1,0,3,17,0,1,1,1,0.34,0.29,0.3582,233
4,0,12,11,0,6,0,1,0.32,0.57,0.0896,275
1,1,2,1,0,6,0,1,0.32,0.49,0.1642,45
4,0,9,6,0,3,1,3,0.6,0.94,0.1642,114
2,1,4,17,0,4,1,1,0.5,0.31,0.1642,822
4,0,10,5,0,0,0,1,0.32,0.87,0.2836,7
1,1,1,5,0,1,1,2,0.2,0.64,0.0896,21
2,0,4,17,0,1,1,1,0.74,0.48,0.5224,452
3,1,7,16,0,3,1,1,0.8,0.38,0.194,411
2,1,5,20,0,4,1,1,0.6,0.4,0.194,446
1,1,1,16,0,0,0,2,0.16,0.8,0.194,155
3,1,8,3,0,0,0,2,0.64,0.89,0.2537,53
3,1,7,14,0,3,1,1,0.8,0.29,0.1343,247
3,1,8,15,0,0,0,3,0.64,0.89,0.2836,391
4,1,11,23,0,1,1,1,0.34,0.66,0.1045,74
4,0,11,1,0,2,1,1,0.36,0.81,0.1343,11
4,0,11,11,0,0,0,1,0.5,0.63,0.3582,240
2,0,5,5,0,2,1,1,0.4,0.66,0.2239,29
4,0,11,16,0,3,1,1,0.48,0.51,0.1045,266
4,0,11,20,0,0,0,2,0.52,0.68,0.1045,113
4,1,11,6,0,2,1,3,0.32,0.81,0.4627,50
3,1,9,9,0,2,1,2,0.72,0.79,0.2239,323
2,1,3,15,0,1,1,1,0.48,0.29,0.6119,223
3,1,8,11,0,2,1,1,0.74,0.62,0.0,196
1,0,3,2,0,3,1,1,0.22,0.69,0.194,2
3,0,8,18,0,3,1,1,0.74,0.55,0.2985,621
2,0,5,6,0,4,1,1,0.44,0.88,0.0,112
3,0,9,7,0,3,1,1,0.6,0.83,0.1045,370
3,1,7,1,0,1,1,2,0.7,0.74,0.194,11
3,0,8,11,0,4,1,2,0.74,0.66,0.2239,149
3,0,7,20,0,2,1,1,0.76,0.66,0.1045,284
1,0,3,21,0,0,0,1,0.3,0.56,0.2537,58
2,0,4,10,0,6,0,2,0.34,0.87,0.1343,133
1,0,3,8,0,3,1,2,0.32,0.93,0.0,253
1,1,1,7,1,1,0,1,0.24,0.32,0.3881,16
2,0,4,23,0,6,0,2,0.44,0.77,0.2836,35
1,1,3,1,0,5,1,1,0.34,0.49,0.2239,20
1,0,12,4,0,5,1,1,0.24,0.7,0.0896,2
3,0,9,0,0,5,1,3,0.64,0.94,0.194,16
1,0,12,1,0,5,1,1,0.26,0.65,0.0896,20
1,0,3,22,0,0,0,2,0.34,0.53,0.3284,38
1,1,2,22,0,0,0,1,0.3,0.42,0.2239,71
4,0,11,5,0,2,1,1,0.3,0.87,0.0896,18
2,1,4,18,0,5,1,1,0.54,0.26,0.1343,671
3,0,7,7,0,5,1,2,0.74,0.79,0.0896,254
3,1,9,6,0,5,1,1,0.54,0.88,0.0,152
3,0,9,12,0,2,1,2,0.56,0.94,0.1642,60
4,1,12,14,0,4,1,1,0.3,0.42,0.0896,212
3,0,7,14,0,4,1,1,0.86,0.41,0.2537,160
3,1,8,17,0,3,1,3,0.74,0.55,0.2239,783
4,0,11,1,0,6,0,1,0.32,0.45,0.2985,62
2,1,5,12,0,0,0,2,0.6,0.64,0.0896,558
3,1,8,13,0,6,0,1,0.88,0.42,0.2985,527
1,0,1,8,0,5,1,1,0.2,0.47,0.3284,217
1,0,2,1,0,4,1,1,0.22,0.6,0.0896,7
2,1,6,12,0,3,1,1,0.62,0.38,0.0,315
1,0,12,23,0,4,1,1,0.3,0.65,0.1642,45
4,0,11,7,0,1,1,2,0.46,0.94,0.1642,246
4,0,11,14,0,1,1,1,0.56,0.37,0.1642,145
3,0,8,1,0,2,1,1,0.72,0.66,0.0,14
3,0,7,9,0,6,0,1,0.84,0.49,0.1642,132
2,0,6,11,0,1,1,2,0.6,0.78,0.1045,94
3,1,7,22,0,0,0,1,0.7,0.74,0.194,191
3,0,6,21,0,2,1,1,0.74,0.66,0.2836,195
3,0,7,7,0,3,1,2,0.72,0.79,0.0,312
1,1,2,6,0,0,0,1,0.24,0.52,0.3284,5
3,0,7,10,0,6,0,1,0.86,0.41,0.2239,198
1,1,1,16,0,2,1,1,0.42,0.38,0.3582,240
4,0,11,14,0,5,1,1,0.34,0.31,0.1343,154
2,1,4,13,0,1,1,1,0.54,0.28,0.5821,281
4,0,12,1,0,6,0,1,0.26,0.65,0.194,71
4,1,10,9,0,6,0,1,0.6,0.73,0.194,395
1,0,2,8,0,6,0,1,0.38,0.17,0.5821,45
3,0,7,11,0,2,1,1,0.82,0.59,0.0,127
2,1,5,16,0,6,0,2,0.68,0.65,0.3881,540
2,1,3,23,0,4,1,1,0.42,0.47,0.2985,94
3,0,8,22,0,4,1,1,0.68,0.74,0.194,174
1,1,12,16,0,1,1,2,0.26,0.48,0.194,214
4,0,10,13,0,6,0,1,0.6,0.35,0.4627,394
3,0,9,23,0,4,1,1,0.44,0.67,0.2239,69
2,1,5,3,0,5,1,2,0.62,0.88,0.1045,14
2,0,5,2,0,2,1,2,0.6,0.94,0.194,10
3,0,9,22,0,1,1,2,0.56,0.68,0.1642,129
1,0,1,14,0,0,0,1,0.22,0.32,0.4627,72
4,1,9,15,0,4,1,2,0.76,0.45,0.0,296
3,0,8,18,0,1,1,1,0.7,0.65,0.194,483
2,0,4,6,0,0,0,1,0.28,0.65,0.194,33
3,0,7,1,0,5,1,1,0.72,0.79,0.0,34
3,0,9,18,0,4,1,3,0.64,0.94,0.3582,68
1,1,3,9,0,2,1,2,0.54,0.88,0.1642,325
2,1,6,20,0,6,0,1,0.62,0.35,0.2836,399
4,0,10,14,0,5,1,1,0.62,0.43,0.3582,156
2,1,6,1,0,1,1,3,0.56,0.6,0.1642,14
2,1,3,21,0,4,1,1,0.58,0.78,0.1642,374
3,1,8,3,0,5,1,1,0.66,0.89,0.1045,5
1,1,2,22,0,4,1,2,0.32,0.81,0.0,111
3,0,7,21,0,5,1,1,0.82,0.59,0.0896,190
3,0,8,16,0,1,1,1,0.9,0.27,0.0,231
2,1,6,3,0,0,0,1,0.52,0.63,0.1045,50
3,1,8,23,0,5,1,1,0.74,0.62,0.1045,174
2,1,3,19,0,2,1,1,0.42,0.17,0.0,417
4,1,11,9,0,5,1,1,0.28,0.75,0.1045,112
1,0,12,8,0,3,1,1,0.32,0.57,0.3582,217
3,1,7,18,0,0,0,1,0.88,0.32,0.3582,370
3,0,8,0,0,1,1,1,0.7,0.79,0.1045,30
4,0,9,19,0,5,1,1,0.54,0.52,0.2836,374
2,0,4,4,0,5,1,2,0.24,0.93,0.2537,3
2,1,4,20,0,2,1,1,0.48,0.21,0.3284,285
3,1,7,23,0,2,1,2,0.64,0.89,0.1045,103
4,0,10,15,0,5,1,1,0.62,0.43,0.2836,230
2,1,6,4,0,3,1,1,0.6,0.83,0.1343,10
2,0,5,8,0,4,1,2,0.52,0.88,0.0,487
2,0,5,5,0,3,1,1,0.46,0.88,0.1343,20
2,1,4,5,0,4,1,1,0.4,0.82,0.0,30
3,1,8,2,0,6,0,3,0.62,0.88,0.1642,43
2,1,3,16,0,3,1,3,0.62,0.43,0.0896,221
4,0,9,13,0,5,1,3,0.6,1.0,0.0896,34
1,1,2,3,0,4,1,1,0.22,0.8,0.2836,4
4,0,10,15,0,1,1,1,0.56,0.6,0.2537,208
4,0,10,7,0,2,1,1,0.42,0.82,0.2836,309
1,1,2,4,0,5,1,2,0.28,0.93,0.194,1
4,0,10,8,0,5,1,1,0.4,0.62,0.194,402
3,1,8,17,0,5,1,2,0.74,0.51,0.2239,812
2,0,3,19,0,4,1,2,0.3,0.87,0.1343,130
1,0,2,10,0,3,1,1,0.14,0.36,0.0,59
2,0,4,15,0,6,0,1,0.6,0.73,0.3881,397
4,0,12,14,0,3,1,2,0.38,0.54,0.0896,151
2,0,5,22,0,6,0,1,0.54,0.49,0.194,120
2,1,5,18,0,4,1,1,0.72,0.54,0.3284,752
2,1,3,23,0,3,1,1,0.54,0.68,0.1343,93
4,0,10,2,0,0,0,1,0.22,0.87,0.2836,50
4,0,9,13,0,4,1,1,0.64,0.61,0.194,211
2,0,5,12,0,6,0,1,0.66,0.5,0.0,493
3,0,7,12,0,4,1,1,0.84,0.53,0.2537,186
2,0,4,20,0,2,1,1,0.64,0.73,0.3582,234
4,1,12,22,0,6,0,1,0.36,0.62,0.194,156
3,0,9,8,0,1,1,2,0.52,0.77,0.1343,420
1,0,2,19,0,3,1,1,0.34,0.53,0.2239,161
3,0,7,15,0,3,1,1,0.86,0.26,0.2537,140
4,1,10,17,0,3,1,1,0.54,0.56,0.1045,888
4,1,12,17,0,1,1,1,0.52,0.63,0.1045,708
3,0,9,7,1,1,0,1,0.66,0.74,0.1642,41
3,1,9,23,0,0,0,3,0.66,0.89,0.0896,123
1,1,1,23,0,5,1,1,0.32,0.49,0.4179,86
2,0,6,6,0,5,1,1,0.66,0.78,0.0896,104
3,1,8,18,0,1,1,1,0.82,0.41,0.1343,843
3,1,7,2,0,3,1,1,0.68,0.61,0.2239,12
4,1,11,19,1,4,0,1,0.36,0.76,0.0,44
1,0,3,15,0,0,0,3,0.44,1.0,0.2239,7
1,0,2,13,0,5,1,3,0.54,0.6,0.4627,83
2,0,6,13,0,3,1,1,0.74,0.28,0.2836,189
1,0,12,23,0,6,0,1,0.36,0.66,0.0,31
4,1,10,21,0,0,0,1,0.38,0.87,0.1045,113
3,1,8,21,0,6,0,1,0.62,0.83,0.3582,208
3,0,9,0,0,4,1,1,0.6,0.94,0.1045,41
